organism,organ,assay,cell_type_counts
Mus musculus,primary motor cortex,Smart-seq v4,"{""GABAergic neuron"": 7672, ""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 555, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 1694, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 26, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 276, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 1121, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 345, ""L6b glutamatergic cortical neuron"": 470, ""VIP GABAergic cortical interneuron"": 595, ""astrocyte"": 213, ""central nervous system macrophage"": 1, ""corticothalamic-projecting glutamatergic cortical neuron"": 7, ""endothelial cell"": 30, ""glutamatergic neuron"": 16638, ""lamp5 GABAergic cortical interneuron"": 375, ""leptomeningeal cell"": 12, ""meis2 expressing cortical GABAergic cell"": 2, ""microglial cell"": 110, ""oligodendrocyte"": 200, ""oligodendrocyte precursor cell"": 14, ""pericyte"": 12, ""pvalb GABAergic cortical interneuron"": 528, ""smooth muscle cell"": 42, ""sncg GABAergic cortical interneuron"": 136, ""sst GABAergic cortical interneuron"": 410, ""sst chodl GABAergic cortical interneuron"": 18, ""vascular leptomeningeal cell (Mmus)"": 4}"
Mus musculus,primary somatosensory cortex,10x 3' v2,"{""Cajal-Retzius cell"": 1, ""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 10019, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 43921, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 254, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 2260, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 11179, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 4997, ""L6b glutamatergic cortical neuron"": 1292, ""VIP GABAergic cortical interneuron"": 1192, ""astrocyte"": 810, ""central nervous system macrophage"": 174, ""corticothalamic-projecting glutamatergic cortical neuron"": 341, ""endothelial cell"": 236, ""lamp5 GABAergic cortical interneuron"": 1377, ""oligodendrocyte"": 1389, ""pericyte"": 103, ""pvalb GABAergic cortical interneuron"": 181, ""sncg GABAergic cortical interneuron"": 242, ""sst GABAergic cortical interneuron"": 937, ""sst chodl GABAergic cortical interneuron"": 124, ""vascular leptomeningeal cell (Mmus)"": 21}"
Mus musculus,primary somatosensory cortex,Smart-seq v4,"{""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 1001, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 1739, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 47, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 233, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 546, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 689, ""L6b glutamatergic cortical neuron"": 593, ""VIP GABAergic cortical interneuron"": 311, ""astrocyte"": 5, ""central nervous system macrophage"": 1, ""corticothalamic-projecting glutamatergic cortical neuron"": 11, ""endothelial cell"": 10, ""lamp5 GABAergic cortical interneuron"": 210, ""meis2 expressing cortical GABAergic cell"": 2, ""oligodendrocyte"": 3, ""pericyte"": 1, ""pvalb GABAergic cortical interneuron"": 35, ""sncg GABAergic cortical interneuron"": 49, ""sst GABAergic cortical interneuron"": 162, ""sst chodl GABAergic cortical interneuron"": 12, ""vascular leptomeningeal cell (Mmus)"": 5}"
Mus musculus,primary visual cortex,10x 3' v2,"{""Cajal-Retzius cell"": 8, ""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 3427, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 13537, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 629, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 670, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 3033, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 2733, ""L6b glutamatergic cortical neuron"": 346, ""VIP GABAergic cortical interneuron"": 1682, ""astrocyte"": 81, ""central nervous system macrophage"": 21, ""corticothalamic-projecting glutamatergic cortical neuron"": 103, ""endothelial cell"": 39, ""lamp5 GABAergic cortical interneuron"": 1096, ""meis2 expressing cortical GABAergic cell"": 3, ""oligodendrocyte"": 219, ""pericyte"": 11, ""pvalb GABAergic cortical interneuron"": 750, ""sncg GABAergic cortical interneuron"": 261, ""sst GABAergic cortical interneuron"": 1079, ""sst chodl GABAergic cortical interneuron"": 34, ""vascular leptomeningeal cell (Mmus)"": 1}"
Mus musculus,primary visual cortex,Smart-seq,"{""GABAergic neuron"": 737, ""astrocyte"": 50, ""endothelial cell"": 21, ""glutamatergic neuron"": 730, ""microglial cell"": 22, ""oligodendrocyte"": 42, ""oligodendrocyte precursor cell"": 24, ""unknown"": 53}"
Mus musculus,primary visual cortex,Smart-seq v4,"{""Cajal-Retzius cell"": 22, ""GABAergic neuron"": 5733, ""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 1022, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 2753, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 849, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 413, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 945, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 1808, ""L6b glutamatergic cortical neuron"": 329, ""VIP GABAergic cortical interneuron"": 1778, ""astrocyte"": 726, ""central nervous system macrophage"": 49, ""corticothalamic-projecting glutamatergic cortical neuron"": 75, ""endothelial cell"": 173, ""glutamatergic neuron"": 7130, ""hippocampal neuron"": 1, ""lamp5 GABAergic cortical interneuron"": 1139, ""leptomeningeal cell"": 61, ""macrophage"": 51, ""meis2 expressing cortical GABAergic cell"": 45, ""oligodendrocyte"": 187, ""pericyte"": 115, ""pvalb GABAergic cortical interneuron"": 1499, ""smooth muscle cell"": 55, ""sncg GABAergic cortical interneuron"": 199, ""sst GABAergic cortical interneuron"": 1870, ""sst chodl GABAergic cortical interneuron"": 87, ""unknown"": 362, ""vascular leptomeningeal cell (Mmus)"": 44}"
Mus musculus,prostate gland,10x 3' v2,"{""B cell"": 174, ""CD141-positive myeloid dendritic cell"": 399, ""CD1c-positive myeloid dendritic cell"": 96, ""T cell"": 18, ""basal cell of prostate epithelium"": 29002, ""classical monocyte"": 39, ""dendritic cell"": 39, ""effector CD4-positive, alpha-beta T cell"": 32, ""effector CD8-positive, alpha-beta T cell"": 54, ""fibroblast"": 1326, ""fibroblast of connective tissue of prostate"": 2920, ""intermediate monocyte"": 29, ""leukocyte"": 1400, ""luminal cell of prostate epithelium"": 75432, ""lymphocyte"": 24, ""mature NK T cell"": 25, ""natural killer cell"": 76, ""non-classical monocyte"": 20, ""plasma cell"": 138, ""plasmacytoid dendritic cell"": 16, ""prostate gland microvascular endothelial cell"": 452, ""regulatory T cell"": 1, ""seminal vesicle glandular cell"": 4260, ""smooth muscle cell of prostate"": 256, ""tissue-resident macrophage"": 1582, ""urethra urothelial cell"": 3058}"
Mus musculus,prostate gland,10x 3' v3,"{""B cell"": 11, ""CD141-positive myeloid dendritic cell"": 100, ""CD1c-positive myeloid dendritic cell"": 33, ""T cell"": 34, ""basal cell of prostate epithelium"": 404, ""classical monocyte"": 8, ""dendritic cell"": 8, ""effector CD4-positive, alpha-beta T cell"": 12, ""effector CD8-positive, alpha-beta T cell"": 27, ""fibroblast"": 156, ""fibroblast of connective tissue of prostate"": 476, ""intermediate monocyte"": 4, ""leukocyte"": 218, ""luminal cell of prostate epithelium"": 7272, ""lymphocyte"": 11, ""mature NK T cell"": 7, ""natural killer cell"": 23, ""non-classical monocyte"": 3, ""plasma cell"": 1, ""plasmacytoid dendritic cell"": 1, ""prostate gland microvascular endothelial cell"": 41, ""regulatory T cell"": 3, ""seminal vesicle glandular cell"": 64, ""smooth muscle cell of prostate"": 28, ""tissue-resident macrophage"": 224, ""urethra urothelial cell"": 98}"
Mus musculus,renal glomerulus,10x 3' v2,"{""endothelial cell"": 85, ""glomerular endothelial cell"": 2698, ""kidney afferent arteriole endothelial cell"": 1, ""kidney efferent arteriole endothelial cell"": 226, ""vasa recta descending limb cell"": 1}"
Mus musculus,renal medulla,10x 3' v2,"{""dendritic cell"": 415, ""endothelial cell"": 2347, ""glomerular endothelial cell"": 108, ""kidney afferent arteriole endothelial cell"": 1, ""kidney efferent arteriole endothelial cell"": 6, ""vasa recta descending limb cell"": 134}"
Mus musculus,retina,10x 3' v2,"{""GABAergic amacrine cell"": 53152, ""Mueller cell"": 1604, ""amacrine cell"": 7831, ""astrocyte"": 1967, ""endothelial cell"": 613, ""glycinergic amacrine cell"": 17012, ""microglial cell"": 5428, ""pericyte"": 226, ""retina horizontal cell"": 28, ""retinal bipolar neuron"": 50, ""retinal cone cell"": 847, ""retinal ganglion cell"": 91654, ""retinal pigment epithelial cell"": 6, ""retinal rod cell"": 90, ""rod bipolar cell"": 33086, ""type 1 cone bipolar cell (sensu Mus)"": 11, ""type 2 cone bipolar cell (sensu Mus)"": 28, ""type 3a cone bipolar cell"": 3668, ""type 3b cone bipolar cell"": 5030, ""type 4 cone bipolar cell (sensu Mus)"": 40, ""type 5 cone bipolar cell (sensu Mus)"": 7865, ""type 5a cone bipolar cell"": 13331, ""type 5b cone bipolar cell"": 6223, ""type 6 cone bipolar cell (sensu Mus)"": 13381, ""type 7 cone bipolar cell (sensu Mus)"": 12510, ""type 8 cone bipolar cell (sensu Mus)"": 1720, ""type 9 cone bipolar cell (sensu Mus)"": 1426}"
Mus musculus,retina,10x 3' v3,"{""GABAergic amacrine cell"": 6174, ""Mueller cell"": 6561, ""amacrine cell"": 958, ""endothelial cell"": 677, ""glycinergic amacrine cell"": 2724, ""microglial cell"": 683, ""pericyte"": 184, ""retina horizontal cell"": 174, ""retinal bipolar neuron"": 86, ""retinal cone cell"": 4002, ""retinal ganglion cell"": 67798, ""retinal pigment epithelial cell"": 390, ""retinal rod cell"": 33992, ""rod bipolar cell"": 33952, ""type 1 cone bipolar cell (sensu Mus)"": 232, ""type 2 cone bipolar cell (sensu Mus)"": 500, ""type 3a cone bipolar cell"": 11618, ""type 3b cone bipolar cell"": 16286, ""type 4 cone bipolar cell (sensu Mus)"": 296, ""type 5 cone bipolar cell (sensu Mus)"": 13048, ""type 5a cone bipolar cell"": 20606, ""type 5b cone bipolar cell"": 12144, ""type 6 cone bipolar cell (sensu Mus)"": 24364, ""type 7 cone bipolar cell (sensu Mus)"": 16302, ""type 8 cone bipolar cell (sensu Mus)"": 3814, ""type 9 cone bipolar cell (sensu Mus)"": 3846}"
Mus musculus,retina,Drop-seq,"{""GABAergic amacrine cell"": 1, ""Mueller cell"": 39, ""glycinergic amacrine cell"": 1, ""retinal bipolar neuron"": 29, ""rod bipolar cell"": 18408, ""type 1 cone bipolar cell (sensu Mus)"": 3346, ""type 2 cone bipolar cell (sensu Mus)"": 882, ""type 3a cone bipolar cell"": 942, ""type 3b cone bipolar cell"": 1518, ""type 4 cone bipolar cell (sensu Mus)"": 624, ""type 5 cone bipolar cell (sensu Mus)"": 3204, ""type 5a cone bipolar cell"": 3748, ""type 5b cone bipolar cell"": 784, ""type 6 cone bipolar cell (sensu Mus)"": 2832, ""type 7 cone bipolar cell (sensu Mus)"": 2896, ""type 8 cone bipolar cell (sensu Mus)"": 190, ""type 9 cone bipolar cell (sensu Mus)"": 350}"
Mus musculus,retrosplenial granular cortex,10x 3' v2,"{""Cajal-Retzius cell"": 9, ""L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 1, ""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 28905, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 10820, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 1232, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 2621, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 7993, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 2700, ""L6b glutamatergic cortical neuron"": 116, ""VIP GABAergic cortical interneuron"": 1853, ""astrocyte"": 210, ""central nervous system macrophage"": 21, ""cortical interneuron"": 8, ""endothelial cell"": 55, ""glutamatergic neuron"": 15, ""hippocampal neuron"": 1, ""lamp5 GABAergic cortical interneuron"": 1749, ""oligodendrocyte"": 548, ""pericyte"": 13, ""pvalb GABAergic cortical interneuron"": 554, ""pyramidal neuron"": 4091, ""sncg GABAergic cortical interneuron"": 427, ""sst GABAergic cortical interneuron"": 1746, ""sst chodl GABAergic cortical interneuron"": 18, ""vascular leptomeningeal cell (Mmus)"": 4}"
Mus musculus,retrosplenial region,Smart-seq v4,"{""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 592, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 273, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 111, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 74, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 85, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 109, ""L6b glutamatergic cortical neuron"": 4, ""VIP GABAergic cortical interneuron"": 197, ""astrocyte"": 15, ""lamp5 GABAergic cortical interneuron"": 102, ""pvalb GABAergic cortical interneuron"": 58, ""pyramidal neuron"": 251, ""sncg GABAergic cortical interneuron"": 31, ""sst GABAergic cortical interneuron"": 151, ""sst chodl GABAergic cortical interneuron"": 2}"
Mus musculus,secondary somatosensory cortex,Smart-seq v4,"{""L2/3-6 intratelencephalic projecting glutamatergic neuron"": 219, ""L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 426, ""L5 extratelencephalic projecting glutamatergic cortical neuron"": 20, ""L5/6 near-projecting glutamatergic neuron of the primary motor cortex"": 25, ""L6 corticothalamic-projecting glutamatergic cortical neuron"": 182, ""L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex"": 84, ""L6b glutamatergic cortical neuron"": 9, ""VIP GABAergic cortical interneuron"": 99, ""astrocyte"": 68, ""central nervous system macrophage"": 1, ""corticothalamic-projecting glutamatergic cortical neuron"": 419, ""lamp5 GABAergic cortical interneuron"": 111, ""meis2 expressing cortical GABAergic cell"": 1, ""pvalb GABAergic cortical interneuron"": 82, ""sncg GABAergic cortical interneuron"": 17, ""sst GABAergic cortical interneuron"": 99, ""sst chodl GABAergic cortical interneuron"": 4}"
Mus musculus,skeletal muscle tissue of tibialis anterior,10x 3' v3,"{""Schwann cell"": 503, ""adipocyte"": 334, ""blood vessel endothelial cell"": 681, ""fibro/adipogenic progenitor cell"": 20842, ""intermediate muscle cell"": 13704, ""lymphocyte"": 636, ""macrophage"": 7259, ""microvascular endothelial cell"": 9638, ""myotendinous junction nucleus"": 1939, ""neuromuscular junction nucleus"": 884, ""pericyte"": 2927, ""perineurial cell"": 928, ""skeletal muscle satellite stem cell"": 2679, ""smooth muscle cell"": 888, ""tendon cell"": 1449, ""type IIa muscle cell"": 7025, ""type IIb muscle cell"": 50184, ""type IIx muscle cell"": 11307}"
Mus musculus,skin of back,10x 3' v2,"{""skin fibroblast"": 7395}"
Mus musculus,skin of body,10x 3' v1,"{""skin fibroblast"": 35}"
Mus musculus,skin of body,10x 3' v2,"{""T cell"": 186, ""basal cell of epidermis"": 6204, ""epidermal cell"": 5205, ""keratinocyte stem cell"": 1254, ""skin fibroblast"": 13513, ""stem cell of epidermis"": 513}"
Mus musculus,skin of body,10x 3' v3,"{""skin fibroblast"": 25606}"
Mus musculus,skin of body,Smart-seq2,"{""T cell"": 81, ""basal cell of epidermis"": 5016, ""epidermal cell"": 1476, ""fibroblast"": 51, ""keratinocyte stem cell"": 7917, ""macrophage"": 39}"
Mus musculus,small intestine,10x 3' v3,"{""enterocyte of epithelium of small intestine"": 5383, ""enteroendocrine cell of small intestine"": 432, ""paneth cell of epithelium of small intestine"": 148, ""small intestine goblet cell"": 1233, ""stem cell"": 6239, ""transit amplifying cell of small intestine"": 5442, ""tuft cell of small intestine"": 970}"
Mus musculus,small intestine Peyer's patch,10x 5' v2,"{""CD103-positive dendritic cell"": 282, ""CD4-positive, alpha-beta memory T cell"": 40, ""CD8-alpha-positive CD11b-negative dendritic cell"": 6, ""IgM plasmablast"": 6, ""T-helper 17 cell"": 4, ""conventional dendritic cell"": 32, ""endothelial cell"": 4, ""endothelial cell of lymphatic vessel"": 7, ""epithelial cell"": 7, ""fibroblast"": 18, ""gamma-delta T cell"": 28, ""germinal center B cell"": 8, ""group 2 innate lymphoid cell"": 18, ""group 3 innate lymphoid cell"": 310, ""macrophage"": 86, ""mast cell"": 1, ""memory B cell"": 32, ""monocyte"": 10, ""myofibroblast cell"": 5, ""naive thymus-derived CD4-positive, alpha-beta T cell"": 2, ""naive thymus-derived CD8-positive, alpha-beta T cell"": 2, ""neutrophil"": 1, ""pericyte"": 1, ""plasma cell"": 34, ""regulatory T cell"": 240}"
Mus musculus,spleen,10x 3' v2,"{""B cell"": 66198, ""T cell"": 14121, ""erythroblast"": 1398, ""granulocyte"": 3465, ""immature NK T cell"": 252, ""macrophage"": 4284, ""macrophage dendritic cell progenitor"": 444, ""mature NK T cell"": 7626, ""megakaryocyte-erythroid progenitor cell"": 2514, ""natural killer cell"": 1575, ""plasma cell"": 2406, ""proerythroblast"": 2871}"
